"address","geohash","s2","addr_res","gh_res","s2_res","tp"
"Grand Serpong Residence 1, Blok A5 No. 8b, Serua, Ciputat, Kota Tangerang Selatan, Banten 15414, Indonesia","qqguh4rmwgb2","5a0d2be9cf823ef3","[2,205,192,105,41,4,14,1041,7,3592,4,1213,4,295,4,8,29,16,4,23,1362,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,12,21,11,25,5,7,19,15,3]","[2,4,5,7,6,11,14,15,10,18,12,16,11,13,15,12,13,3]","train"
"Perumahan Nusantara Permai, Jalan Perum Nusantara Permai VIII No. 18, Sukabumi, Kota Bandar Lampung, Lampung 35122, Indonesia","qr4ck25j8hvb","5a73e8f3521a96e5","[2,24,1122,92,4,6,56,1122,92,322,7,172,4,179,4,8,116,42,4,42,1363,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,34,15,24,28,8,12,13,19,3]","[2,4,5,9,13,15,16,12,13,4,11,8,5,10,17,15,4,3]","train"
"Jalan Taman Sari III, /RW.11, Kedung Waringin, Tanah Sereal, Kota Bogor, Jawa Barat, Indonesia","qqgftuf2pqqr","5a0d2e334812d4f9","[2,6,111,76,71,4,143,11,145,4,339,441,4,131,581,4,8,34,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,20,6,26,15,16,4,4,11,3]","[2,4,5,7,6,11,15,13,13,19,16,8,11,6,19,12,10,3]","train"
"Jalan Teluk Pucung No. 110, RT.3, Tlk. Pucung, Bekasi Utara, Kota Bekasi, Jawa Barat 17121, Indonesia","qquhex39xrtw","5a0d1f3f49c52497","[2,6,313,845,7,1975,4,31,4,6386,845,4,28,18,4,8,28,4,10,12,1611,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,35,9,29,32,9,11,20,5,3]","[2,4,5,7,6,8,12,13,12,19,10,18,4,11,19,10,9,3]","val"
"Rumah A Rukmana, Jalan Aljawami, RT.6/RW.9, Nengkor, Kampung Nyalindung, Cileunyi, Kab. Bandung, Jawa Barat 40622, Indonesia","qqu8s49u4jux","5a0d94903f4c0389","[2,68,66,0,4,6,38658,4,62,11,94,4,0,4,40,6598,4,756,4,9,37,4,10,12,6525,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,23,21,32,6,21,28,6,9,3]","[2,4,5,7,6,10,19,10,7,13,12,19,18,7,13,16,10,3]","train"
"Depo Air Minum Biru, Jalan Raya Hankam No. 78, RT.3/RW.7, Kelurahan Jatirahayu, Pondok Melati, Kota Bekasi, Jawa Barat, Indonesia","qquh0zjbpb2z","5a0d21550e13741f","[2,3984,217,4300,505,4,6,22,3686,7,1079,4,31,11,65,4,30,2432,4,60,237,4,8,28,4,10,12,4,5,3,1,1,1,1,1,1,1]","[2,4,4,6,12,10,14,28,19,16,19,15,14,3]","[2,4,5,7,6,11,8,4,4,7,15,8,13,9,19,8,12,3]","test"
"Bengkel Wak Nasib, Jalan Platina 2 Link XI, Titi Papan, Titipapan, Medan Deli, Kota Medan, Sumatera Utara 20244, Indonesia","w0whvr1m083w","5078fcd651c88135","[2,218,5845,0,4,6,6303,39,1112,647,4,1868,2589,4,5985,4,46,167,4,8,46,4,21,18,7699,4,5,3,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,13,11,27,25,10,8,29,5,3]","[2,4,7,9,16,12,18,6,17,4,8,18,16,16,8,13,4,3]","test"
"Barbershop, Jalan Raya Jumo, RT.5/RW.1, Senden, Gemawang, Kab. Temanggung, Jawa Tengah 56283, Indonesia","qqwqfe12bbc6","5a1ac64c28e5c7c1","[2,2596,4,6,22,14801,4,52,11,32,4,14633,4,12443,4,9,887,4,10,19,24298,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,4,26,35,27,15,19,19,30,18,3]","[2,4,5,8,5,18,17,19,18,11,16,15,4,18,9,18,8,3]","train"
"Tahu Pak Wiji, RT.18/RW.10, Dusun 5, Sidomulyo, Punggur, Kab. Lampung Tengah, Lampung 34152, Indonesia","qr4g7f0u4392","5a73effa0b212883","[2,2001,175,19229,4,543,11,113,4,55,72,4,585,4,4889,4,9,42,19,4,42,10830,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,7,31,26,10,6,21,29,32,15,3]","[2,4,5,9,13,15,12,12,5,7,14,11,8,11,16,16,13,3]","test"
"Gang Bah Nur Hasan No. 17, RT.2/RW.5, Utama, Parongpong, Kab. Bandung Barat, Jawa Barat 40559, Indonesia","qqu3p8rvd0gz","5a0d986992d8a5b1","[2,17,3740,931,1052,7,161,4,27,11,49,4,376,4,1537,4,9,37,12,4,10,12,1678,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,29,16,8,11,13,33,10,7,14,3]","[2,4,5,7,6,10,16,17,10,10,11,6,16,5,4,14,8,3]","train"
"Warung Soto Ibu Susi, Jalan L Keramat No. 70, RT.11/RW.3, Lenteng Agung, Jagakarsa, Kota Jakarta Selatan, Dki Jakarta 12630, Indonesia","qqgup0mhje4c","5a0d25e1fe2f62dd","[2,69,1708,209,6805,4,6,415,1400,7,900,4,185,11,35,4,1635,149,4,363,4,8,15,16,4,20,15,1462,4,5,3,1,1,1,1,1,1]","[2,4,4,7,6,16,10,25,12,28,35,21,30,3]","[2,4,5,7,6,11,4,15,8,12,15,11,12,17,11,6,6,3]","test"
"Jalan Veteran Gang Aquarium, Kuripan, Banjarmasin Timur, Kota Banjarmasin, Kalimantan Selatan 70236, Indonesia","qx3mpgeks0np","59fb957e6530b8f3","[2,6,766,17,9792,4,1770,4,157,13,4,8,157,4,44,16,5510,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,29,25,16,7,35,34,23,10,22,16,3]","[2,4,10,12,14,10,4,9,15,17,4,13,7,14,16,12,13,3]","val"
"Gang Atu Atan No. 85, RT.1/RW.7, Jatirangga, Jati Sampurna, Kota Bekasi, Jawa Barat 17434, Indonesia","qqu5c6607hzc","5a0d2393710cd939","[2,17,14280,32906,7,1318,4,25,11,65,4,4719,4,115,615,4,8,28,4,10,12,4985,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,30,18,18,10,31,12,14,30,3]","[2,4,5,7,6,11,13,10,13,9,8,7,18,6,10,13,10,3]","test"
"Hs Gono Gini, Jalan Magelang Purworejo, Gragah, Banjarnegoro, Mertoyudan, Kab. Magelang, Jawa Tengah 56153, Indonesia","qqwm784rdnqg","5a1ac18c31ddad9b","[2,6983,29670,0,4,6,395,582,4,0,4,21913,4,2124,4,9,395,4,10,19,13776,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,25,31,8,21,11,33,22,4,7,3]","[2,4,5,8,5,18,8,16,18,13,8,6,6,5,6,10,14,3]","val"
"Toko Burung, Jalan Ahmad Yani, RT.11/RW.2, Mandingin, Barabai, Kab. Hulu Sungai Tengah, Kalimantan Selatan 71311, Indonesia","qxd13uxvuyg8","59fb5f53371a6375","[2,64,2125,4,6,349,317,4,185,11,33,4,15859,4,3268,4,9,268,98,19,4,44,16,12663,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,9,33,27,29,6,9,13,6,17,7,8,3]","[2,4,10,12,14,4,12,4,13,13,9,8,5,17,13,9,4,3]","train"
"Rumah Butarbutar, Jalan Lintas Sumatera, Dusun V, Lubuk Raman, Prabumulih Barat, Kota Prabumulih, Sumatera Selatan 31127, Indonesia","qr6h1npq08y0","5a77178507560a9d","[2,68,0,4,6,405,21,4,55,126,4,163,4403,4,587,12,4,8,587,4,21,16,15794,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,12,27,22,16,4,10,8,17,10,3]","[2,4,5,9,9,8,9,16,4,7,9,4,17,7,5,10,6,3]","train"
"Shukaku Bbq Suki Agemono Alam Sutera, Kunciran, Pinang (Penang), Kota Tangerang, Banten 15144, Indonesia","qqgue44tw4je","5a0d2aef17188865","[2,0,20367,19199,0,260,1259,4,1957,4,134,53,692,54,4,8,29,4,23,2532,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,35,21,21,20,5,21,28,35,3]","[2,4,5,7,6,11,5,15,12,8,9,8,16,16,16,17,4,3]","train"
"Pondok Ungu Permai, Blok E 9 No. 30, Bahagia, Babelan, Kab. Bekasi, Jawa Barat 17610, Indonesia","qquhg5gzns2u","5a0d1f6410b6c0f9","[2,60,1504,92,4,14,182,109,7,287,4,598,4,420,4,9,28,4,10,12,619,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,7,24,7,14,22,23,15,6,3]","[2,4,5,7,6,8,12,17,19,8,7,14,17,18,7,12,10,3]","val"
"Jalan Kalianak Timur No. 16a, RT.2/RW.7, Morokrembangan, Krembangan, Kota Surabaya, Jawa Timur 60178, Indonesia","qw8nuezb5yxz","5a1d7c1f08744be3","[2,6,7380,13,7,3640,4,27,11,65,4,4266,4,1196,4,8,61,4,10,13,5697,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,6,35,14,19,24,17,9,14,3]","[2,4,5,8,6,9,18,8,12,7,16,9,19,19,14,15,13,3]","test"
"Poglo Barbershop, Jalan Nusantara No. 52, Cempaga, Bangli, Kab. Bangli, Bali 80611, Indonesia","qw6pbvxvqqxb","59f23a1f24016c25","[2,0,2596,4,6,1122,7,570,4,19966,4,2198,4,9,2198,4,77,16565,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,18,16,19,13,9,13,4,4,9,19,3]","[2,4,10,12,11,13,5,8,12,11,19,7,8,17,18,11,4,3]","train"
"Perumahan Griya Indah Serpong, Blok F3 No. 19, RT.4/RW.15, Gunungsindur, Gunung Sindur, Kab. Bogor, Jawa Barat 16340, Indonesia","qqgget787urr","5a0d2b807b1fb963","[2,24,78,51,192,4,14,1823,7,188,4,38,11,315,4,4936,4,89,837,4,9,34,4,10,12,1002,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,7,35,20,31,8,31,6,11,11,3]","[2,4,5,7,6,11,14,16,7,9,14,8,12,14,10,17,13,3]","train"
"Bengkel Obey, Jalan Jati Sari Seda Gang Legok, RT.1/RW.1, Desa Seda, Mandirancan, Kab. Kuningan, Jawa Barat 45558, Indonesia","qqv15uqc4418","5a0e1732ae3f47cf","[2,218,0,4,6,115,76,24407,17,694,4,25,11,32,4,26,24407,4,10502,4,9,318,4,10,12,13162,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,13,27,24,6,4,30,21,21,27,8,3]","[2,4,5,7,15,8,9,13,11,5,15,13,12,19,9,18,12,3]","val"
"Jalan Mangga Dua Square Blok C, /RW.6, Ancol, Pademangan, Kota Jakarta Utara, Dki Jakarta 14420, Indonesia","qqgvnfzup7zh","5a0d27c213c4a755","[2,6,330,169,1591,14,119,4,143,11,59,4,1191,4,392,4,8,15,18,4,20,15,2101,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,13,22,26,14,6,16,31,14,12,3]","[2,4,5,7,6,11,9,18,11,8,13,18,19,5,9,4,4,3]","train"
"Jalan Campuan Asri VIII, Dalung, Kuta Utara, Kab. Badung, Bali 80361, Indonesia","qw3yutzepvbh","59f235270178b41f","[2,6,26497,106,322,4,1590,4,309,18,4,9,331,4,77,1385,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,29,17,6,20,14,35,16,13,19,12,3]","[2,4,10,12,11,13,4,11,9,7,8,9,16,14,19,8,12,3]","train"
"Jalan Pesantren IV Gang Shany Pet Shop, RT.4/RW.15, Cibabat, Cimahi Utara, Kota Cimahi, Jawa Barat 40511, Indonesia","qqu2zd2608dy","5a0d985985a75973","[2,6,358,123,17,0,9689,1516,4,38,11,315,4,2955,4,184,18,4,8,184,4,10,12,2569,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,15,14,33,15,18,10,8,33,17,3]","[2,4,5,7,6,10,16,4,10,16,4,5,9,4,10,9,13,3]","train"
"Jalan Sosro Kartono Gang Ngesong VI, RT.28/RW.5, Kecapi Ngesong, Kecapi, Tahunan, Kab. Jepara, Jawa Tengah 59429, Indonesia","qqydrnx8hq2p","5a1b33105bf35e2f","[2,6,15787,32554,17,23098,226,4,1353,11,49,4,3071,23098,4,3071,4,3485,4,9,542,4,10,19,28060,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,17,33,11,22,9,8,12,4,15,16,3]","[2,4,5,8,14,13,13,8,7,4,14,12,13,4,15,11,12,3]","train"
"RT.28/RW.5, Dsn Gunung Gebang, Karangsari, Bantur, Kab. Malang, Jawa Timur 65179, Indonesia","qw811374by3f","5a1d934e5e4c7e8d","[2,1353,11,49,4,426,89,361,4,2260,4,11557,4,9,90,4,10,13,13853,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,27,27,29,31,21,19,17,29,26,3]","[2,4,5,8,6,10,13,19,15,4,15,19,18,9,15,16,6,3]","train"
"Komplek Jati Permai, Jalan Sadang Asri V, Pelindung Hewan, Bojongloa Kidul, Kota Bandung, Jawa Barat 40234, Indonesia","qqu8883n9qpz","5a0d976297adb84f","[2,88,115,92,4,6,1790,106,126,4,5849,4090,4,832,141,4,8,37,4,10,12,5248,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,8,8,29,22,32,4,16,14,3]","[2,4,5,7,6,10,9,17,11,10,9,5,6,14,16,19,12,3]","train"
"Perum Mutiara Sakinah, Blok C14, Sumberanyar, Paiton, Kab. Probolinggo, Jawa Timur 67291, Indonesia","qw8sp62fwbj0","59f65ed7baf4d0d7","[2,56,223,2305,4,14,5504,4,16025,4,3723,4,9,456,4,10,13,4496,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,23,16,18,15,26,5,19,28,10,3]","[2,4,10,12,17,4,15,6,9,14,5,12,19,6,7,6,9,3]","test"
"Jalan Gunung Lompobattang No. 219a, Pisang Selatan, Mamajang, Kota Makassar, Sulawesi Selatan 90131, Indonesia","qxhfv2hwjhmv","59c2e47bf3d14991","[2,6,89,27283,7,0,4,1054,16,4,2680,4,8,122,4,63,16,7847,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,12,26,13,15,12,5,28,12,25,13,3]","[2,4,10,18,11,15,19,9,14,12,13,6,8,19,10,10,8,3]","train"
"Jalan Prabu Rangkasari Gang Harapan II No. 10, Dasan Cermen, Mataram, Kota Mataram, Nusa Tenggara Barat (Ntb) 83132, Indonesia","qw6x499d6tk0","59ed90342600880f","[2,6,3435,38452,17,246,48,7,110,4,2279,14790,4,305,4,8,305,4,114,125,12,53,152,54,20692,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,5,18,9,21,32,32,33,18,20,34,10,3]","[2,4,10,15,6,10,7,13,19,11,17,7,7,16,16,7,12,3]","train"
"Jalan Pondok Kacang Timur Gang Konter Glc, RT.2/RW.2, Pd. Kacang Tim, Pondok Kacang Timur, Pondok Aren, Kota Tangerang Selatan, Banten 15220, Indonesia","qqgu7vds3y5z","5a0d2a4ccba26d91","[2,6,60,669,13,17,674,0,4,27,11,33,4,1019,669,657,4,60,669,13,4,60,307,4,8,29,16,4,23,2393,4,5,3,1,1,1,1]","[2,4,4,7,6,31,13,33,23,29,17,24,14,3]","[2,4,5,7,6,11,5,19,18,18,14,5,11,17,6,10,8,3]","train"
"Warung Raji, Jalan Masjid II No. 1, RT.9/RW.2, Kampung Melayu Besar, Tebet, Kota Jakarta Selatan, Dki Jakarta 12830, Indonesia","qqguxdpj6qw7","5a0d2658f3d774f5","[2,69,27226,4,6,107,48,7,41,4,136,11,33,4,40,540,233,4,430,4,8,15,16,4,20,15,4212,4,5,3,1,1,1,1,1,1,1]","[2,4,4,7,6,9,33,16,28,18,4,5,31,3]","[2,4,5,7,6,11,17,4,16,12,13,6,9,9,19,12,4,3]","train"
"Kavling Pgri, Jalan Wijaya Kusuma II No. 27, RT.5/RW.21, Pejuang, Medan Satria, Kota Bekasi, Jawa Barat 17131, Indonesia","qquhf9whcyqd","5a0d21c348d08717","[2,369,2980,4,6,606,572,48,7,262,4,52,11,1012,4,1350,4,46,447,4,8,28,4,10,12,1896,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,12,26,32,5,12,30,17,4,33,3]","[2,4,5,7,6,11,8,18,13,19,16,6,7,16,9,8,9,3]","train"
"Pasir Angin, Banjarsari, Kab. Ciamis, Jawa Barat 46383, Indonesia","qqtjmkryw5b4","5a11e100bc56057d","[2,187,2173,4,693,4,9,449,4,10,12,10393,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,28,25,34,11,17,5,24,19,21,3]","[2,4,5,8,8,15,8,7,7,14,18,4,17,7,4,9,6,3]","train"
"Jalan Sukamenak No. 27, RT.1/RW.10, Kp. Curug Dog Dog, Sukamenak, Margahayu, Kab. Bandung, Jawa Barat 40228, Indonesia","qqu824fmp18w","5a0d99c1b0b628fd","[2,6,2425,7,262,4,25,11,113,4,117,283,26362,26362,4,2425,4,597,4,9,37,4,10,12,1527,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,15,21,26,25,16,27,8,5,3]","[2,4,5,7,6,10,10,18,8,14,7,14,17,11,16,12,6,3]","train"
"Mia Rohmat, Gang Besan No. 39, RT.3/RW.1, Kp Cicentang, Rawabuntu, Serpong, Kota Tangerang Selatan, Banten 15318, Indonesia","qqgu56p9sx5v","5a0d2b0a62f0b473","[2,11274,15171,4,17,32555,7,407,4,31,11,32,4,135,27281,4,2523,4,192,4,8,29,16,4,23,3182,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,6,24,18,16,32,23,9,24,13,3]","[2,4,5,7,6,11,14,7,5,17,11,12,7,14,19,9,13,3]","train"
"Apartment Via Alma, Jalan Deltamas Boulevard Blok 1, Hegarmukti, Cikarang Pusat, Kab. Bekasi, Jawa Barat 17813, Indonesia","qqu5zj774zh0","5a0d1ada924458f5","[2,366,11791,13994,4,6,6745,627,14,41,4,6379,4,120,127,4,9,28,4,10,12,11117,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,14,28,31,31,21,14,12,10,3]","[2,4,5,7,6,8,5,6,5,10,11,19,19,4,16,12,4,3]","train"
"Jalan Cimahpar No. 112, RT.1/RW.7, Cimahpar, Bogor Utara - Kota, Kota Bogor, Jawa Barat 16155, Indonesia","qqgfwbw0sfy0","5a0d2555564dd585","[2,6,4645,7,2165,4,25,11,65,4,4645,4,34,18,239,8,4,8,34,4,10,12,7349,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,5,19,5,10,23,26,17,10,3]","[2,4,5,7,6,11,4,4,4,4,17,19,6,6,4,16,4,3]","val"
"Jalan Raya, RT.3/RW.2, Kepandean, Dukuhturi, Kab. Tegal, Jawa Tengah 52192, Indonesia","qqv8ep10gwb5","5a0fd753d5a0c701","[2,6,22,4,31,11,33,4,7804,4,2679,4,9,124,4,10,19,3377,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,13,8,35,16,27,10,7,5,19,24,3]","[2,4,5,7,12,6,9,4,13,6,4,5,7,18,9,7,8,3]","train"
"Jalan Jati No. 10, RT.6/RW.6, Cibubur, Ciracas, Kota Jakarta Timur, Dki Jakarta 13720, Indonesia","qqu5b773h0c3","5a0d243e75300f37","[2,6,115,7,110,4,62,11,59,4,700,4,465,4,8,15,13,4,20,15,2008,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,19,31,31,29,12,10,30,29,3]","[2,4,5,7,6,11,19,13,15,9,4,13,7,7,12,13,9,3]","train"
"Jalan Galur Harapan Gang Darul Fikri, Haurgeulis, Kab. Indramayu, Jawa Barat 45264, Indonesia","qqug23ht3jm9","5a0dc340b5839b2d","[2,6,3702,246,17,1184,8208,4,3793,4,9,303,4,10,12,4466,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,7,15,29,12,20,29,28,25,32,3]","[2,4,5,7,6,18,13,19,7,14,4,16,13,10,14,11,6,3]","train"
"Perumahan Griya Sako Permai, Jalan Pangeran Ayin Blok A12, Sako Baru, Sako, Kota Palembang, Sumatera Selatan 30163, Indonesia","qr6x2w44rexm","5a7691ebcd3e0ed9","[2,24,78,730,92,4,6,618,8077,14,3097,4,730,45,4,730,4,8,102,4,21,16,2873,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,9,15,5,21,21,11,35,9,25,3]","[2,4,5,9,17,10,8,15,14,18,6,13,15,7,15,6,10,3]","train"
"Perumahan Puri Tama Indah, Blok I No. 6, Gemuruh, Kutasari, Kab. Purbalingga, Jawa Tengah 53361, Indonesia","qqty032b3nvq","5a10187d3267db69","[2,24,146,3696,51,4,14,36,7,91,4,9853,4,7697,4,9,695,4,10,19,11827,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,17,10,29,15,19,29,22,13,4,3]","[2,4,5,8,7,8,16,9,6,13,11,17,9,6,14,17,10,3]","train"
"Imc, Jalan Belem, RT.3/RW.3, Kampung Masjid, Jombang, Ciputat, Kota Tangerang Selatan, Banten 15414, Indonesia","qqguhmk932nt","5a0d2bdc4542e54f","[2,37000,4,6,38529,4,31,11,35,4,40,107,4,255,4,295,4,8,29,16,4,23,1362,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,12,25,34,32,29,15,22,20,3]","[2,4,5,7,6,11,14,6,18,19,4,19,11,15,4,19,12,3]","test"
"Jalan Barito Gang G Ppm No. 70, RT.22/RW.2, Selat Tengah, Selat, Kab. Kapuas, Kalimantan Tengah 73514, Indonesia","qx3qg5ef3kvd","59fbf02743c28d2b","[2,6,1277,17,240,20470,7,900,4,912,11,33,4,1651,19,4,1651,4,9,991,4,44,19,17208,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,9,29,4,7,24,35,26,29,34,13,33,3]","[2,4,10,12,14,12,7,11,9,19,13,18,11,16,6,11,14,3]","test"
"Jalan Madrasah No. 24a, RT.3/RW.9, Kelurahan Pekayon, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta 13710, Indonesia","qqggztqdkvz8","5a0d25d227ff2f89","[2,6,1303,7,5831,4,31,11,94,4,30,1474,4,79,850,4,8,15,13,4,20,15,3060,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,14,20,4,33,34,13,14,8,3]","[2,4,5,7,6,11,4,6,11,11,9,12,12,11,12,16,10,3]","test"
"Warung Iyul, Jalan Kampung Babakan Bungur, RT.7/RW.3, Desa Tarumanegara, Tarumanagara, Cigeulis, Kab. Pandeglang, Banten 42282, Indonesia","qqg4tqbr96yd","5a7252ae9046e525","[2,69,0,4,6,40,174,1157,4,81,11,35,4,26,10106,4,28416,4,17548,4,9,560,4,23,21212,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,21,20,4,19,11,32,18,17,33,3]","[2,4,5,9,11,4,11,5,15,10,7,19,17,15,4,11,4,3]","test"
"Kost Wiona, Jalan Letnan Mukmin, RT.17/RW.5, 24 Ilir, Bukit Kecil, Kota Palembang, Sumatera Selatan 30132, Indonesia","qr6rp9kdykwt","5a7692365214bb1b","[2,137,0,4,6,1857,8094,4,473,11,49,4,242,133,4,104,798,4,8,102,4,21,16,18390,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,11,16,32,34,33,17,34,5,20,3]","[2,4,5,9,17,10,11,13,17,4,11,8,19,14,14,8,14,3]","train"
"Kedai Sirawid Utara Taman Jayawijaya, Mojosongo, Jebres, Kota Surakarta (Solo), Jawa Tengah 57121, Indonesia","qqwv47cpp87m","5a1b13629588fbcd","[2,678,0,18,111,20755,4,2274,4,981,4,8,393,53,321,54,4,10,19,8945,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,13,21,31,30,16,16,8,31,25,3]","[2,4,5,8,14,8,13,17,11,10,4,16,16,12,14,18,6,3]","test"
"Perumahan Tanah Baru, Blok H1 No. 4, Tanah Baru, Bogor Utara - Kota, Kota Bogor, Jawa Barat 16154, Indonesia","qqgfwyfywteb","5a0d2ff7087e98e1","[2,24,131,45,4,14,2167,7,80,4,131,45,4,34,18,239,8,4,8,34,4,10,12,5984,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,5,17,26,17,5,20,35,19,3]","[2,4,5,7,6,11,12,12,9,7,16,9,15,10,16,15,8,3]","train"
"Jalan Griya Cempaka Arum No. I1 75, Rancanumpang, Gedebage, Kota Bandung, Jawa Barat 40295, Indonesia","qqu86uzc52m8","5a0d940f9e2a0851","[2,6,78,225,1557,7,4030,1039,4,13709,4,2462,4,8,37,4,10,12,2994,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,18,6,14,30,24,15,25,8,3]","[2,4,5,7,6,10,19,7,12,10,15,11,5,7,16,4,8,3]","train"
"Jalan Sekata Gang Melati No. 2, Karang Berombak, Medan Barat, Kota Medan, Sumatera Utara 20117, Indonesia","w0wht2fhcdc2","5078fcceaf124c4b","[2,6,8875,17,237,7,39,4,103,10178,4,46,12,4,8,46,4,21,18,6629,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,20,15,26,12,30,33,30,15,3]","[2,4,7,9,16,12,18,18,15,5,12,8,11,19,18,19,14,3]","train"
"Jalan Pelatuk No. 2, RT.1/RW.2, Sumberbrantas, Bumiaji, Kota Batu, Jawa Timur 65336, Indonesia","qw85b9xdbe00","5a1d9bcfd656e045","[2,6,28694,7,39,4,25,11,33,4,26882,4,4349,4,8,99,4,10,13,17125,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,24,19,32,9,33,19,35,10,10,3]","[2,4,5,8,6,10,14,18,12,6,17,4,17,15,7,19,4,3]","train"
"Jalan Nusa Indah I No. 19, RT.13/RW.9, Kb. Pala, Makasar, Kota Jakarta Timur, Dki Jakarta 13650, Indonesia","qquh2h9gbvvk","5a0d269209ec6a99","[2,6,114,51,36,7,188,4,259,11,94,4,1587,1427,4,673,4,8,15,13,4,20,15,3888,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,15,12,32,7,19,13,13,34,3]","[2,4,5,7,6,11,17,10,11,7,10,15,18,17,5,10,10,3]","train"
"Jalan Sukaasih Raya No. 17, RT.1/RW.7, Sindangjaya, Ujung Berung, Kota Bandung, Jawa Barat, Indonesia","qqu8drngybwh","5a0d969b3d00eced","[2,6,4921,22,7,161,4,25,11,65,4,10961,4,210,1637,4,8,37,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,33,11,22,7,17,19,5,12,3]","[2,4,5,7,6,10,17,10,14,13,6,7,7,15,18,15,6,3]","val"
"Warung Hijau, Jalan Haji Nosan No. 9, RT.7/RW.3, Jatibening, Pondok Gede, Kota Bekasi, Jawa Barat 17412, Indonesia","qquh3sh92kke","5a0d2164ea7e479f","[2,69,350,4,6,208,0,7,109,4,81,11,35,4,1496,4,60,279,4,8,28,4,10,12,2103,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,29,23,12,32,15,34,34,35,3]","[2,4,5,7,6,11,8,17,19,15,5,9,15,19,9,10,12,3]","test"
